TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2017M05,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,3",
2017M06,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,92",
2017M07,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,79",
2017M08,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,76",
2017M09,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,54",
2017M10,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,12",
2017M11,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,04",
2017M12,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,02",
2018M01,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,81",
2018M02,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,08",
2018M03,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,68",
2018M04,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,31",
2018M05,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,77",
2018M06,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,54",
2018M07,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,31",
2018M08,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,78",
2018M09,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,19",
2018M10,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,89",
2018M11,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,27",
2018M12,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,75",
2019M01,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,79",
2019M02,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,72",
2019M03,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,44",
2019M04,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,75",
2019M05,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,79",
2019M06,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,92",
2019M07,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,55",
2019M08,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,39",
2019M09,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,3",
2019M10,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,3",
2019M11,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,3",
2019M12,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,05",
2020M01,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,18",
2020M02,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,98",
2020M03,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,01",
2020M04,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,1",
2020M05,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,43",
2020M06,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,46",
2020M07,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,75",
2020M08,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,06",
2020M09,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,76",
2020M10,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,53",
2020M11,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,112,
2020M12,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,03",
2021M01,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,82",
2021M02,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,17",
2021M03,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,74",
2021M04,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,2",
2021M05,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,72",
2021M06,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,86",
2021M07,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,44",
2021M08,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,64",
2021M09,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,67",
2021M10,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"120,49",
2021M11,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"121,43",
2021M12,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"124,03",
2022M01,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,25",
2022M02,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"130,46",
2022M03,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"133,73",
2022M04,Lithuania,"Index, 2015=100",Harmonised index of consumer prices,Food,"141,84",
2015M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,69",
2015M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,52",
2015M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,46",
2015M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,43",
2015M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,82",
2015M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,03",
2015M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,01",
2015M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,25",
2015M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,45",
2015M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,23",
2015M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,52",
2015M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,58",
2016M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,89",
2016M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2016M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,58",
2016M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,3",
2016M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,79",
2016M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,84",
2016M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,92",
2016M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,04",
2016M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,08",
2016M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,4",
2016M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,72",
2016M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,28",
2017M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,33",
2017M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,06",
2017M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,86",
2017M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,66",
2017M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,56",
2017M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,15",
2017M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,81",
2017M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,76",
2017M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,81",
2017M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,84",
2017M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,93",
2017M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,91",
2018M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,4",
2018M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,58",
2018M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,08",
2018M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,18",
2018M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,41",
2018M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,68",
2018M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,02",
2018M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,03",
2018M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,29",
2018M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,25",
2018M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,84",
2018M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,17",
2019M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,01",
2019M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,97",
2019M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,4",
2019M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,77",
2019M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,96",
2019M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,46",
2019M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,72",
2019M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,86",
2019M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,39",
2019M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,09",
2019M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,31",
2019M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,53",
2020M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,7",
2020M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,1",
2020M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,64",
2020M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,22",
2020M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,86",
2020M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,09",
2020M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,17",
2020M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,15",
2020M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,61",
2020M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,28",
2020M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,56",
2020M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,77",
2021M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,31",
2021M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,44",
2021M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,26",
2021M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,01",
2021M05,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,36",
2021M06,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,3",
2021M07,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,28",
2021M08,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,78",
2021M09,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,69",
2021M10,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,77",
2021M11,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,22",
2021M12,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,42",
2022M01,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,49",
2022M02,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,24",
2022M03,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,71",
2022M04,Luxembourg,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,15",
2015M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,5",
2015M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,3",
2015M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,81",
2015M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,75",
2015M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,87",
2015M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,66",
2015M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2015M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,38",
2015M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,08",
2015M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,02",
2015M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,95",
2015M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,34",
2016M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,53",
2016M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,22",
2016M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,88",
2016M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,87",
2016M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,08",
2016M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,38",
2016M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,76",
2016M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,37",
2016M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,36",
2016M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,77",
2016M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,14",
2016M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2017M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,66",
2017M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,86",
2017M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,88",
2017M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,47",
2017M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,92",
2017M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,79",
2017M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,43",
2017M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,58",
2017M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,35",
2017M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,15",
2017M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,74",
2017M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,87",
2018M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,49",
2018M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,09",
2018M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,45",
2018M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,11",
2018M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,03",
2018M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,17",
2018M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,9",
2018M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,84",
2018M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,51",
2018M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,15",
2018M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,31",
2018M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,85",
2019M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,68",
2019M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,42",
2019M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,11",
2019M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,83",
2019M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,91",
2019M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,66",
2019M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,78",
2019M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,1",
2019M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,9",
2019M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,94",
2019M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,72",
2019M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,92",
2020M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,33",
2020M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"120,65",
2020M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,1",
2020M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"124,09",u
2020M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"125,21",u
2020M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"124,05",u
2020M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"123,78",
2020M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"123,1",
2020M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,18",
2020M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,02",
2020M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,09",
2020M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"121,3",
2021M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,6",
2021M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"123,97",
2021M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"124,42",
2021M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"126,03",
2021M05,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,14",
2021M06,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,02",
2021M07,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"126,85",
2021M08,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,02",
2021M09,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,11",
2021M10,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"127,93",
2021M11,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"129,16",
2021M12,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"131,4",
2022M01,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"136,01",
2022M02,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"138,96",
2022M03,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"142,15",
2022M04,Hungary,"Index, 2015=100",Harmonised index of consumer prices,Food,"147,79",
2015M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,09",
2015M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,13",
2015M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,27",
2015M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,72",
2015M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,97",
2015M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,03",
2015M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,46",
2015M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,03",
2015M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,37",
2015M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,9",
2015M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,03",
2016M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,83",
2016M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,36",
2016M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,81",
2016M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,42",
2016M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,85",
2016M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,84",
2016M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,94",
2016M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,96",
2016M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,41",
2016M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,48",
2016M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,32",
2016M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,64",
2017M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,16",
2017M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,85",
2017M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,63",
2017M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,26",
2017M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,5",
2017M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,72",
2017M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,103,
2017M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,36",
2017M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,98",
2017M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,52",
2017M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,64",
2017M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,59",
2018M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,54",
2018M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,57",
2018M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,62",
2018M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,55",
2018M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,21",
2018M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,73",
2018M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,49",
2018M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,1",
2018M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,76",
2018M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,21",
2018M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,67",
2018M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,58",
2019M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,33",
2019M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,91",
2019M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,45",
2019M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,75",
2019M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,01",
2019M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,76",
2019M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,97",
2019M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,14",
2019M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,09",
2019M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,64",
2019M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,96",
2019M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,97",
2020M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,08",
2020M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,48",
2020M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,03",
2020M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,33",
2020M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,73",
2020M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,52",
2020M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,77",
2020M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,54",
2020M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,73",
2020M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,53",
2020M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,9",
2020M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,38",
2021M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,1",
2021M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,36",
2021M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,04",
2021M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,48",
2021M05,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,67",
2021M06,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,17",
2021M07,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,53",
2021M08,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,62",
2021M09,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,54",
2021M10,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,58",
2021M11,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,12",
2021M12,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,49",
2022M01,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"121,76",
2022M02,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"122,75",
2022M03,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"123,72",
2022M04,Malta,"Index, 2015=100",Harmonised index of consumer prices,Food,"125,69",
2015M01,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,42",
2015M02,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,48",
2015M03,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,39",
2015M04,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,93",
2015M05,Netherlands,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,02",
